condition,preset,call_id,trial,seed,length_bin,response_note_count,response_duration_sec,t_endpoint_commit_ms,t_infer_start_ms,t_first_token_ready_ms,t_first_midi_queued_ms,t_first_midi_out_ms,t_response_end_ms,endpoint_to_first_midi_ms,first_token_latency_ms,queue_delay_ms,total_generation_ms,buffer_underrun_count,buffer_underrun_rate,preload_window_ms,micro_buffer_ms,source_latency_event
L0_preload_off,pentatonic_low_temp_no_strongbeat,P007,7,97267773,short,8,4.800000,0.000000,0.000000,41.872600,41.872600,121.872600,4921.872600,121.872600,41.872600,80.000000,1277.991000,0,0.000000,0.000000,80.000000,7747
L1_preload_on,pentatonic_low_temp_no_strongbeat,P007,7,97267773,short,8,4.800000,0.000000,-150.000000,-108.127400,0.000000,80.000000,4880.000000,80.000000,41.872600,80.000000,1277.991000,0,0.000000,150.000000,80.000000,7747
L0_preload_off,pentatonic_low_temp_no_strongbeat,P007,8,97268782,short,8,4.800000,0.000000,0.000000,41.638500,41.638500,121.638500,4921.638500,121.638500,41.638500,80.000000,1647.350000,0,0.000000,0.000000,80.000000,7748
L1_preload_on,pentatonic_low_temp_no_strongbeat,P007,8,97268782,short,8,4.800000,0.000000,-150.000000,-108.361500,0.000000,80.000000,4880.000000,80.000000,41.638500,80.000000,1647.350000,0,0.000000,150.000000,80.000000,7748
L0_preload_off,pentatonic_low_temp_no_strongbeat,P007,9,97269791,short,7,4.800000,0.000000,0.000000,50.744400,50.744400,130.744400,4930.744400,130.744400,50.744400,80.000000,960.124000,0,0.000000,0.000000,80.000000,7749
L1_preload_on,pentatonic_low_temp_no_strongbeat,P007,9,97269791,short,7,4.800000,0.000000,-150.000000,-99.255600,0.000000,80.000000,4880.000000,80.000000,50.744400,80.000000,960.124000,0,0.000000,150.000000,80.000000,7749
L0_preload_off,pentatonic_low_temp_no_strongbeat,P007,10,97270800,short,8,4.800000,0.000000,0.000000,42.637100,42.637100,122.637100,4922.637100,122.637100,42.637100,80.000000,792.287000,0,0.000000,0.000000,80.000000,7750
L1_preload_on,pentatonic_low_temp_no_strongbeat,P007,10,97270800,short,8,4.800000,0.000000,-150.000000,-107.362900,0.000000,80.000000,4880.000000,80.000000,42.637100,80.000000,792.287000,0,0.000000,150.000000,80.000000,7750
L0_preload_off,pentatonic_low_temp_no_strongbeat,P007,11,97271809,medium,11,4.800000,0.000000,0.000000,43.046900,43.046900,123.046900,4923.046900,123.046900,43.046900,80.000000,1956.718000,0,0.000000,0.000000,80.000000,7751
L1_preload_on,pentatonic_low_temp_no_strongbeat,P007,11,97271809,medium,11,4.800000,0.000000,-150.000000,-106.953100,0.000000,80.000000,4880.000000,80.000000,43.046900,80.000000,1956.718000,0,0.000000,150.000000,80.000000,7751
L0_preload_off,pentatonic_low_temp_no_strongbeat,P007,12,97272818,short,8,4.800000,0.000000,0.000000,90.989100,90.989100,170.989100,4970.989100,170.989100,90.989100,80.000000,1279.838000,1,1.000000,0.000000,80.000000,7752
L1_preload_on,pentatonic_low_temp_no_strongbeat,P007,12,97272818,short,8,4.800000,0.000000,-150.000000,-59.010900,0.000000,80.000000,4880.000000,80.000000,90.989100,80.000000,1279.838000,0,0.000000,150.000000,80.000000,7752
L0_preload_off,pentatonic_low_temp_no_strongbeat,P007,13,97273827,short,8,4.800000,0.000000,0.000000,42.255300,42.255300,122.255300,4922.255300,122.255300,42.255300,80.000000,1158.595000,0,0.000000,0.000000,80.000000,7753
L1_preload_on,pentatonic_low_temp_no_strongbeat,P007,13,97273827,short,8,4.800000,0.000000,-150.000000,-107.744700,0.000000,80.000000,4880.000000,80.000000,42.255300,80.000000,1158.595000,0,0.000000,150.000000,80.000000,7753
L0_preload_off,pentatonic_low_temp_no_strongbeat,P007,14,97274836,short,8,4.800000,0.000000,0.000000,39.949100,39.949100,119.949100,4919.949100,119.949100,39.949100,80.000000,916.418000,0,0.000000,0.000000,80.000000,7754
L1_preload_on,pentatonic_low_temp_no_strongbeat,P007,14,97274836,short,8,4.800000,0.000000,-150.000000,-110.050900,0.000000,80.000000,4880.000000,80.000000,39.949100,80.000000,916.418000,0,0.000000,150.000000,80.000000,7754
L0_preload_off,pentatonic_low_temp_no_strongbeat,P007,15,97275845,short,7,4.800000,0.000000,0.000000,45.397900,45.397900,125.397900,4925.397900,125.397900,45.397900,80.000000,1733.803000,0,0.000000,0.000000,80.000000,7755
L1_preload_on,pentatonic_low_temp_no_strongbeat,P007,15,97275845,short,7,4.800000,0.000000,-150.000000,-104.602100,0.000000,80.000000,4880.000000,80.000000,45.397900,80.000000,1733.803000,0,0.000000,150.000000,80.000000,7755
L0_preload_off,pentatonic_low_temp_no_strongbeat,P008,1,98261722,medium,9,4.800000,0.000000,0.000000,49.444100,49.444100,129.444100,4929.444100,129.444100,49.444100,80.000000,758.471000,0,0.000000,0.000000,80.000000,7756
L1_preload_on,pentatonic_low_temp_no_strongbeat,P008,1,98261722,medium,9,4.800000,0.000000,-150.000000,-100.555900,0.000000,80.000000,4880.000000,80.000000,49.444100,80.000000,758.471000,0,0.000000,150.000000,80.000000,7756
L0_preload_off,pentatonic_low_temp_no_strongbeat,P008,2,98262731,medium,9,4.800000,0.000000,0.000000,39.061300,39.061300,119.061300,4919.061300,119.061300,39.061300,80.000000,459.522000,0,0.000000,0.000000,80.000000,7757
L1_preload_on,pentatonic_low_temp_no_strongbeat,P008,2,98262731,medium,9,4.800000,0.000000,-150.000000,-110.938700,0.000000,80.000000,4880.000000,80.000000,39.061300,80.000000,459.522000,0,0.000000,150.000000,80.000000,7757
L0_preload_off,pentatonic_low_temp_no_strongbeat,P008,3,98263740,medium,9,4.800000,0.000000,0.000000,39.895200,39.895200,119.895200,4919.895200,119.895200,39.895200,80.000000,490.875000,0,0.000000,0.000000,80.000000,7758
L1_preload_on,pentatonic_low_temp_no_strongbeat,P008,3,98263740,medium,9,4.800000,0.000000,-150.000000,-110.104800,0.000000,80.000000,4880.000000,80.000000,39.895200,80.000000,490.875000,0,0.000000,150.000000,80.000000,7758
L0_preload_off,pentatonic_low_temp_no_strongbeat,P008,4,98264749,medium,9,4.800000,0.000000,0.000000,44.957200,44.957200,124.957200,4924.957200,124.957200,44.957200,80.000000,565.295000,0,0.000000,0.000000,80.000000,7759
L1_preload_on,pentatonic_low_temp_no_strongbeat,P008,4,98264749,medium,9,4.800000,0.000000,-150.000000,-105.042800,0.000000,80.000000,4880.000000,80.000000,44.957200,80.000000,565.295000,0,0.000000,150.000000,80.000000,7759
L0_preload_off,pentatonic_low_temp_no_strongbeat,P008,5,98265758,medium,9,4.800000,0.000000,0.000000,43.935900,43.935900,123.935900,4923.935900,123.935900,43.935900,80.000000,961.180000,0,0.000000,0.000000,80.000000,7760
L1_preload_on,pentatonic_low_temp_no_strongbeat,P008,5,98265758,medium,9,4.800000,0.000000,-150.000000,-106.064100,0.000000,80.000000,4880.000000,80.000000,43.935900,80.000000,961.180000,0,0.000000,150.000000,80.000000,7760
L0_preload_off,pentatonic_low_temp_no_strongbeat,P008,6,98266767,medium,9,4.800000,0.000000,0.000000,42.668200,42.668200,122.668200,4922.668200,122.668200,42.668200,80.000000,805.357000,0,0.000000,0.000000,80.000000,7761
L1_preload_on,pentatonic_low_temp_no_strongbeat,P008,6,98266767,medium,9,4.800000,0.000000,-150.000000,-107.331800,0.000000,80.000000,4880.000000,80.000000,42.668200,80.000000,805.357000,0,0.000000,150.000000,80.000000,7761
L0_preload_off,pentatonic_low_temp_no_strongbeat,P008,7,98267776,medium,9,4.800000,0.000000,0.000000,84.338500,84.338500,164.338500,4964.338500,164.338500,84.338500,80.000000,1095.721000,1,1.000000,0.000000,80.000000,7762
L1_preload_on,pentatonic_low_temp_no_strongbeat,P008,7,98267776,medium,9,4.800000,0.000000,-150.000000,-65.661500,0.000000,80.000000,4880.000000,80.000000,84.338500,80.000000,1095.721000,0,0.000000,150.000000,80.000000,7762
L0_preload_off,pentatonic_low_temp_no_strongbeat,P008,8,98268785,medium,9,4.800000,0.000000,0.000000,40.600600,40.600600,120.600600,4920.600600,120.600600,40.600600,80.000000,1369.028000,0,0.000000,0.000000,80.000000,7763
L1_preload_on,pentatonic_low_temp_no_strongbeat,P008,8,98268785,medium,9,4.800000,0.000000,-150.000000,-109.399400,0.000000,80.000000,4880.000000,80.000000,40.600600,80.000000,1369.028000,0,0.000000,150.000000,80.000000,7763
L0_preload_off,pentatonic_low_temp_no_strongbeat,P008,9,98269794,medium,9,4.800000,0.000000,0.000000,47.957300,47.957300,127.957300,4927.957300,127.957300,47.957300,80.000000,1204.892000,0,0.000000,0.000000,80.000000,7764
L1_preload_on,pentatonic_low_temp_no_strongbeat,P008,9,98269794,medium,9,4.800000,0.000000,-150.000000,-102.042700,0.000000,80.000000,4880.000000,80.000000,47.957300,80.000000,1204.892000,0,0.000000,150.000000,80.000000,7764
L0_preload_off,pentatonic_low_temp_no_strongbeat,P008,10,98270803,medium,9,4.800000,0.000000,0.000000,100.618900,100.618900,180.618900,4980.618900,180.618900,100.618900,80.000000,1208.717000,1,1.000000,0.000000,80.000000,7765
L1_preload_on,pentatonic_low_temp_no_strongbeat,P008,10,98270803,medium,9,4.800000,0.000000,-150.000000,-49.381100,0.000000,80.000000,4880.000000,80.000000,100.618900,80.000000,1208.717000,0,0.000000,150.000000,80.000000,7765
L0_preload_off,pentatonic_low_temp_no_strongbeat,P008,11,98271812,medium,9,4.800000,0.000000,0.000000,243.313800,243.313800,323.313800,5123.313800,323.313800,243.313800,80.000000,1287.302000,1,1.000000,0.000000,80.000000,7766
L1_preload_on,pentatonic_low_temp_no_strongbeat,P008,11,98271812,medium,9,4.800000,0.000000,-150.000000,93.313800,93.313800,173.313800,4973.313800,173.313800,243.313800,80.000000,1287.302000,1,1.000000,150.000000,80.000000,7766
L0_preload_off,pentatonic_low_temp_no_strongbeat,P008,12,98272821,medium,9,4.800000,0.000000,0.000000,41.136100,41.136100,121.136100,4921.136100,121.136100,41.136100,80.000000,634.097000,0,0.000000,0.000000,80.000000,7767
L1_preload_on,pentatonic_low_temp_no_strongbeat,P008,12,98272821,medium,9,4.800000,0.000000,-150.000000,-108.863900,0.000000,80.000000,4880.000000,80.000000,41.136100,80.000000,634.097000,0,0.000000,150.000000,80.000000,7767
L0_preload_off,pentatonic_low_temp_no_strongbeat,P008,13,98273830,medium,9,4.800000,0.000000,0.000000,42.238600,42.238600,122.238600,4922.238600,122.238600,42.238600,80.000000,559.150000,0,0.000000,0.000000,80.000000,7768
L1_preload_on,pentatonic_low_temp_no_strongbeat,P008,13,98273830,medium,9,4.800000,0.000000,-150.000000,-107.761400,0.000000,80.000000,4880.000000,80.000000,42.238600,80.000000,559.150000,0,0.000000,150.000000,80.000000,7768
L0_preload_off,pentatonic_low_temp_no_strongbeat,P008,14,98274839,medium,9,4.800000,0.000000,0.000000,45.816300,45.816300,125.816300,4925.816300,125.816300,45.816300,80.000000,1171.595000,0,0.000000,0.000000,80.000000,7769
L1_preload_on,pentatonic_low_temp_no_strongbeat,P008,14,98274839,medium,9,4.800000,0.000000,-150.000000,-104.183700,0.000000,80.000000,4880.000000,80.000000,45.816300,80.000000,1171.595000,0,0.000000,150.000000,80.000000,7769
L0_preload_off,pentatonic_low_temp_no_strongbeat,P008,15,98275848,medium,9,4.800000,0.000000,0.000000,39.359900,39.359900,119.359900,4919.359900,119.359900,39.359900,80.000000,710.182000,0,0.000000,0.000000,80.000000,7770
L1_preload_on,pentatonic_low_temp_no_strongbeat,P008,15,98275848,medium,9,4.800000,0.000000,-150.000000,-110.640100,0.000000,80.000000,4880.000000,80.000000,39.359900,80.000000,710.182000,0,0.000000,150.000000,80.000000,7770
L0_preload_off,pentatonic_low_temp_no_strongbeat,P009,1,99261725,medium,9,4.800000,0.000000,0.000000,47.308700,47.308700,127.308700,4927.308700,127.308700,47.308700,80.000000,493.292000,0,0.000000,0.000000,80.000000,7771
L1_preload_on,pentatonic_low_temp_no_strongbeat,P009,1,99261725,medium,9,4.800000,0.000000,-150.000000,-102.691300,0.000000,80.000000,4880.000000,80.000000,47.308700,80.000000,493.292000,0,0.000000,150.000000,80.000000,7771
L0_preload_off,pentatonic_low_temp_no_strongbeat,P009,2,99262734,medium,9,4.800000,0.000000,0.000000,44.259500,44.259500,124.259500,4924.259500,124.259500,44.259500,80.000000,1394.739000,0,0.000000,0.000000,80.000000,7772
L1_preload_on,pentatonic_low_temp_no_strongbeat,P009,2,99262734,medium,9,4.800000,0.000000,-150.000000,-105.740500,0.000000,80.000000,4880.000000,80.000000,44.259500,80.000000,1394.739000,0,0.000000,150.000000,80.000000,7772
L0_preload_off,pentatonic_low_temp_no_strongbeat,P009,3,99263743,medium,10,4.800000,0.000000,0.000000,41.853200,41.853200,121.853200,4921.853200,121.853200,41.853200,80.000000,458.798000,0,0.000000,0.000000,80.000000,7773
L1_preload_on,pentatonic_low_temp_no_strongbeat,P009,3,99263743,medium,10,4.800000,0.000000,-150.000000,-108.146800,0.000000,80.000000,4880.000000,80.000000,41.853200,80.000000,458.798000,0,0.000000,150.000000,80.000000,7773
L0_preload_off,pentatonic_low_temp_no_strongbeat,P009,4,99264752,medium,10,4.800000,0.000000,0.000000,86.498000,86.498000,166.498000,4966.498000,166.498000,86.498000,80.000000,840.512000,1,1.000000,0.000000,80.000000,7774
L1_preload_on,pentatonic_low_temp_no_strongbeat,P009,4,99264752,medium,10,4.800000,0.000000,-150.000000,-63.502000,0.000000,80.000000,4880.000000,80.000000,86.498000,80.000000,840.512000,0,0.000000,150.000000,80.000000,7774
L0_preload_off,pentatonic_low_temp_no_strongbeat,P009,5,99265761,medium,10,4.800000,0.000000,0.000000,41.713700,41.713700,121.713700,4921.713700,121.713700,41.713700,80.000000,476.460000,0,0.000000,0.000000,80.000000,7775
L1_preload_on,pentatonic_low_temp_no_strongbeat,P009,5,99265761,medium,10,4.800000,0.000000,-150.000000,-108.286300,0.000000,80.000000,4880.000000,80.000000,41.713700,80.000000,476.460000,0,0.000000,150.000000,80.000000,7775
L0_preload_off,pentatonic_low_temp_no_strongbeat,P009,6,99266770,medium,10,4.800000,0.000000,0.000000,43.458500,43.458500,123.458500,4923.458500,123.458500,43.458500,80.000000,443.172000,0,0.000000,0.000000,80.000000,7776
L1_preload_on,pentatonic_low_temp_no_strongbeat,P009,6,99266770,medium,10,4.800000,0.000000,-150.000000,-106.541500,0.000000,80.000000,4880.000000,80.000000,43.458500,80.000000,443.172000,0,0.000000,150.000000,80.000000,7776
L0_preload_off,pentatonic_low_temp_no_strongbeat,P009,7,99267779,medium,9,4.800000,0.000000,0.000000,44.346100,44.346100,124.346100,4924.346100,124.346100,44.346100,80.000000,490.313000,0,0.000000,0.000000,80.000000,7777
L1_preload_on,pentatonic_low_temp_no_strongbeat,P009,7,99267779,medium,9,4.800000,0.000000,-150.000000,-105.653900,0.000000,80.000000,4880.000000,80.000000,44.346100,80.000000,490.313000,0,0.000000,150.000000,80.000000,7777
L0_preload_off,pentatonic_low_temp_no_strongbeat,P009,8,99268788,medium,9,4.800000,0.000000,0.000000,42.045700,42.045700,122.045700,4922.045700,122.045700,42.045700,80.000000,460.227000,0,0.000000,0.000000,80.000000,7778
L1_preload_on,pentatonic_low_temp_no_strongbeat,P009,8,99268788,medium,9,4.800000,0.000000,-150.000000,-107.954300,0.000000,80.000000,4880.000000,80.000000,42.045700,80.000000,460.227000,0,0.000000,150.000000,80.000000,7778
L0_preload_off,pentatonic_low_temp_no_strongbeat,P009,9,99269797,medium,9,4.800000,0.000000,0.000000,41.339200,41.339200,121.339200,4921.339200,121.339200,41.339200,80.000000,753.237000,0,0.000000,0.000000,80.000000,7779
L1_preload_on,pentatonic_low_temp_no_strongbeat,P009,9,99269797,medium,9,4.800000,0.000000,-150.000000,-108.660800,0.000000,80.000000,4880.000000,80.000000,41.339200,80.000000,753.237000,0,0.000000,150.000000,80.000000,7779
L0_preload_off,pentatonic_low_temp_no_strongbeat,P009,10,99270806,medium,11,4.800000,0.000000,0.000000,43.601400,43.601400,123.601400,4923.601400,123.601400,43.601400,80.000000,417.211000,0,0.000000,0.000000,80.000000,7780
L1_preload_on,pentatonic_low_temp_no_strongbeat,P009,10,99270806,medium,11,4.800000,0.000000,-150.000000,-106.398600,0.000000,80.000000,4880.000000,80.000000,43.601400,80.000000,417.211000,0,0.000000,150.000000,80.000000,7780
L0_preload_off,pentatonic_low_temp_no_strongbeat,P009,11,99271815,medium,9,4.800000,0.000000,0.000000,41.867700,41.867700,121.867700,4921.867700,121.867700,41.867700,80.000000,1014.911000,0,0.000000,0.000000,80.000000,7781
L1_preload_on,pentatonic_low_temp_no_strongbeat,P009,11,99271815,medium,9,4.800000,0.000000,-150.000000,-108.132300,0.000000,80.000000,4880.000000,80.000000,41.867700,80.000000,1014.911000,0,0.000000,150.000000,80.000000,7781
L0_preload_off,pentatonic_low_temp_no_strongbeat,P009,12,99272824,medium,10,4.800000,0.000000,0.000000,116.795400,116.795400,196.795400,4996.795400,196.795400,116.795400,80.000000,698.805000,1,1.000000,0.000000,80.000000,7782
L1_preload_on,pentatonic_low_temp_no_strongbeat,P009,12,99272824,medium,10,4.800000,0.000000,-150.000000,-33.204600,0.000000,80.000000,4880.000000,80.000000,116.795400,80.000000,698.805000,0,0.000000,150.000000,80.000000,7782
L0_preload_off,pentatonic_low_temp_no_strongbeat,P009,13,99273833,medium,10,4.800000,0.000000,0.000000,55.066600,55.066600,135.066600,4935.066600,135.066600,55.066600,80.000000,1107.152000,0,0.000000,0.000000,80.000000,7783
L1_preload_on,pentatonic_low_temp_no_strongbeat,P009,13,99273833,medium,10,4.800000,0.000000,-150.000000,-94.933400,0.000000,80.000000,4880.000000,80.000000,55.066600,80.000000,1107.152000,0,0.000000,150.000000,80.000000,7783
L0_preload_off,pentatonic_low_temp_no_strongbeat,P009,14,99274842,medium,10,4.800000,0.000000,0.000000,50.414000,50.414000,130.414000,4930.414000,130.414000,50.414000,80.000000,1110.842000,0,0.000000,0.000000,80.000000,7784
L1_preload_on,pentatonic_low_temp_no_strongbeat,P009,14,99274842,medium,10,4.800000,0.000000,-150.000000,-99.586000,0.000000,80.000000,4880.000000,80.000000,50.414000,80.000000,1110.842000,0,0.000000,150.000000,80.000000,7784
L0_preload_off,pentatonic_low_temp_no_strongbeat,P009,15,99275851,medium,10,4.800000,0.000000,0.000000,51.859000,51.859000,131.859000,4931.859000,131.859000,51.859000,80.000000,622.128000,0,0.000000,0.000000,80.000000,7785
L1_preload_on,pentatonic_low_temp_no_strongbeat,P009,15,99275851,medium,10,4.800000,0.000000,-150.000000,-98.141000,0.000000,80.000000,4880.000000,80.000000,51.859000,80.000000,622.128000,0,0.000000,150.000000,80.000000,7785
L0_preload_off,pentatonic_low_temp_no_strongbeat,P010,1,100261728,short,7,4.800000,0.000000,0.000000,51.192600,51.192600,131.192600,4931.192600,131.192600,51.192600,80.000000,1107.284000,0,0.000000,0.000000,80.000000,7786
L1_preload_on,pentatonic_low_temp_no_strongbeat,P010,1,100261728,short,7,4.800000,0.000000,-150.000000,-98.807400,0.000000,80.000000,4880.000000,80.000000,51.192600,80.000000,1107.284000,0,0.000000,150.000000,80.000000,7786
L0_preload_off,pentatonic_low_temp_no_strongbeat,P010,2,100262737,short,7,4.800000,0.000000,0.000000,51.943000,51.943000,131.943000,4931.943000,131.943000,51.943000,80.000000,1426.768000,0,0.000000,0.000000,80.000000,7787
L1_preload_on,pentatonic_low_temp_no_strongbeat,P010,2,100262737,short,7,4.800000,0.000000,-150.000000,-98.057000,0.000000,80.000000,4880.000000,80.000000,51.943000,80.000000,1426.768000,0,0.000000,150.000000,80.000000,7787
L0_preload_off,pentatonic_low_temp_no_strongbeat,P010,3,100263746,short,7,4.800000,0.000000,0.000000,53.178000,53.178000,133.178000,4933.178000,133.178000,53.178000,80.000000,1479.724000,0,0.000000,0.000000,80.000000,7788
L1_preload_on,pentatonic_low_temp_no_strongbeat,P010,3,100263746,short,7,4.800000,0.000000,-150.000000,-96.822000,0.000000,80.000000,4880.000000,80.000000,53.178000,80.000000,1479.724000,0,0.000000,150.000000,80.000000,7788
L0_preload_off,pentatonic_low_temp_no_strongbeat,P010,4,100264755,short,8,4.800000,0.000000,0.000000,50.074400,50.074400,130.074400,4930.074400,130.074400,50.074400,80.000000,1491.984000,0,0.000000,0.000000,80.000000,7789
L1_preload_on,pentatonic_low_temp_no_strongbeat,P010,4,100264755,short,8,4.800000,0.000000,-150.000000,-99.925600,0.000000,80.000000,4880.000000,80.000000,50.074400,80.000000,1491.984000,0,0.000000,150.000000,80.000000,7789
L0_preload_off,pentatonic_low_temp_no_strongbeat,P010,5,100265764,short,7,4.800000,0.000000,0.000000,44.015500,44.015500,124.015500,4924.015500,124.015500,44.015500,80.000000,1376.050000,0,0.000000,0.000000,80.000000,7790
L1_preload_on,pentatonic_low_temp_no_strongbeat,P010,5,100265764,short,7,4.800000,0.000000,-150.000000,-105.984500,0.000000,80.000000,4880.000000,80.000000,44.015500,80.000000,1376.050000,0,0.000000,150.000000,80.000000,7790
L0_preload_off,pentatonic_low_temp_no_strongbeat,P010,6,100266773,short,8,4.800000,0.000000,0.000000,50.072700,50.072700,130.072700,4930.072700,130.072700,50.072700,80.000000,1557.217000,0,0.000000,0.000000,80.000000,7791
L1_preload_on,pentatonic_low_temp_no_strongbeat,P010,6,100266773,short,8,4.800000,0.000000,-150.000000,-99.927300,0.000000,80.000000,4880.000000,80.000000,50.072700,80.000000,1557.217000,0,0.000000,150.000000,80.000000,7791
L0_preload_off,pentatonic_low_temp_no_strongbeat,P010,7,100267782,short,7,4.800000,0.000000,0.000000,59.920700,59.920700,139.920700,4939.920700,139.920700,59.920700,80.000000,1552.109000,0,0.000000,0.000000,80.000000,7792
L1_preload_on,pentatonic_low_temp_no_strongbeat,P010,7,100267782,short,7,4.800000,0.000000,-150.000000,-90.079300,0.000000,80.000000,4880.000000,80.000000,59.920700,80.000000,1552.109000,0,0.000000,150.000000,80.000000,7792
L0_preload_off,pentatonic_low_temp_no_strongbeat,P010,8,100268791,short,7,4.800000,0.000000,0.000000,51.962300,51.962300,131.962300,4931.962300,131.962300,51.962300,80.000000,1168.430000,0,0.000000,0.000000,80.000000,7793
L1_preload_on,pentatonic_low_temp_no_strongbeat,P010,8,100268791,short,7,4.800000,0.000000,-150.000000,-98.037700,0.000000,80.000000,4880.000000,80.000000,51.962300,80.000000,1168.430000,0,0.000000,150.000000,80.000000,7793
L0_preload_off,pentatonic_low_temp_no_strongbeat,P010,9,100269800,short,8,4.800000,0.000000,0.000000,50.383800,50.383800,130.383800,4930.383800,130.383800,50.383800,80.000000,1273.980000,0,0.000000,0.000000,80.000000,7794
L1_preload_on,pentatonic_low_temp_no_strongbeat,P010,9,100269800,short,8,4.800000,0.000000,-150.000000,-99.616200,0.000000,80.000000,4880.000000,80.000000,50.383800,80.000000,1273.980000,0,0.000000,150.000000,80.000000,7794
L0_preload_off,pentatonic_low_temp_no_strongbeat,P010,10,100270809,short,8,4.800000,0.000000,0.000000,50.708700,50.708700,130.708700,4930.708700,130.708700,50.708700,80.000000,1070.069000,0,0.000000,0.000000,80.000000,7795
L1_preload_on,pentatonic_low_temp_no_strongbeat,P010,10,100270809,short,8,4.800000,0.000000,-150.000000,-99.291300,0.000000,80.000000,4880.000000,80.000000,50.708700,80.000000,1070.069000,0,0.000000,150.000000,80.000000,7795
L0_preload_off,pentatonic_low_temp_no_strongbeat,P010,11,100271818,short,8,4.800000,0.000000,0.000000,47.469400,47.469400,127.469400,4927.469400,127.469400,47.469400,80.000000,975.206000,0,0.000000,0.000000,80.000000,7796
L1_preload_on,pentatonic_low_temp_no_strongbeat,P010,11,100271818,short,8,4.800000,0.000000,-150.000000,-102.530600,0.000000,80.000000,4880.000000,80.000000,47.469400,80.000000,975.206000,0,0.000000,150.000000,80.000000,7796
L0_preload_off,pentatonic_low_temp_no_strongbeat,P010,12,100272827,short,8,4.800000,0.000000,0.000000,46.757700,46.757700,126.757700,4926.757700,126.757700,46.757700,80.000000,1209.272000,0,0.000000,0.000000,80.000000,7797
L1_preload_on,pentatonic_low_temp_no_strongbeat,P010,12,100272827,short,8,4.800000,0.000000,-150.000000,-103.242300,0.000000,80.000000,4880.000000,80.000000,46.757700,80.000000,1209.272000,0,0.000000,150.000000,80.000000,7797
L0_preload_off,pentatonic_low_temp_no_strongbeat,P010,13,100273836,short,8,4.800000,0.000000,0.000000,51.575900,51.575900,131.575900,4931.575900,131.575900,51.575900,80.000000,890.134000,0,0.000000,0.000000,80.000000,7798
L1_preload_on,pentatonic_low_temp_no_strongbeat,P010,13,100273836,short,8,4.800000,0.000000,-150.000000,-98.424100,0.000000,80.000000,4880.000000,80.000000,51.575900,80.000000,890.134000,0,0.000000,150.000000,80.000000,7798
L0_preload_off,pentatonic_low_temp_no_strongbeat,P010,14,100274845,short,8,4.800000,0.000000,0.000000,48.548100,48.548100,128.548100,4928.548100,128.548100,48.548100,80.000000,930.977000,0,0.000000,0.000000,80.000000,7799
L1_preload_on,pentatonic_low_temp_no_strongbeat,P010,14,100274845,short,8,4.800000,0.000000,-150.000000,-101.451900,0.000000,80.000000,4880.000000,80.000000,48.548100,80.000000,930.977000,0,0.000000,150.000000,80.000000,7799
L0_preload_off,pentatonic_low_temp_no_strongbeat,P010,15,100275854,short,7,4.800000,0.000000,0.000000,52.728200,52.728200,132.728200,4932.728200,132.728200,52.728200,80.000000,1668.043000,0,0.000000,0.000000,80.000000,7800
L1_preload_on,pentatonic_low_temp_no_strongbeat,P010,15,100275854,short,7,4.800000,0.000000,-150.000000,-97.271800,0.000000,80.000000,4880.000000,80.000000,52.728200,80.000000,1668.043000,0,0.000000,150.000000,80.000000,7800
L0_preload_off,pentatonic_low_temp_no_strongbeat,P011,1,101261731,medium,10,4.800000,0.000000,0.000000,57.734100,57.734100,137.734100,4937.734100,137.734100,57.734100,80.000000,534.327000,0,0.000000,0.000000,80.000000,7801
L1_preload_on,pentatonic_low_temp_no_strongbeat,P011,1,101261731,medium,10,4.800000,0.000000,-150.000000,-92.265900,0.000000,80.000000,4880.000000,80.000000,57.734100,80.000000,534.327000,0,0.000000,150.000000,80.000000,7801
L0_preload_off,pentatonic_low_temp_no_strongbeat,P011,2,101262740,medium,9,4.800000,0.000000,0.000000,48.472400,48.472400,128.472400,4928.472400,128.472400,48.472400,80.000000,845.167000,0,0.000000,0.000000,80.000000,7802
L1_preload_on,pentatonic_low_temp_no_strongbeat,P011,2,101262740,medium,9,4.800000,0.000000,-150.000000,-101.527600,0.000000,80.000000,4880.000000,80.000000,48.472400,80.000000,845.167000,0,0.000000,150.000000,80.000000,7802
L0_preload_off,pentatonic_low_temp_no_strongbeat,P011,3,101263749,medium,9,4.800000,0.000000,0.000000,44.423300,44.423300,124.423300,4924.423300,124.423300,44.423300,80.000000,516.667000,0,0.000000,0.000000,80.000000,7803
L1_preload_on,pentatonic_low_temp_no_strongbeat,P011,3,101263749,medium,9,4.800000,0.000000,-150.000000,-105.576700,0.000000,80.000000,4880.000000,80.000000,44.423300,80.000000,516.667000,0,0.000000,150.000000,80.000000,7803
L0_preload_off,pentatonic_low_temp_no_strongbeat,P011,4,101264758,medium,9,4.800000,0.000000,0.000000,49.207900,49.207900,129.207900,4929.207900,129.207900,49.207900,80.000000,1107.134000,0,0.000000,0.000000,80.000000,7804
L1_preload_on,pentatonic_low_temp_no_strongbeat,P011,4,101264758,medium,9,4.800000,0.000000,-150.000000,-100.792100,0.000000,80.000000,4880.000000,80.000000,49.207900,80.000000,1107.134000,0,0.000000,150.000000,80.000000,7804
