call_id,origin,source_dataset,category,sub_category,preset,candidate,trial,seed,source_experiment,source_variant,score_version,response_midi_file,response_midi_sha256,previous_objective_score,rescore_abs_drift,objective_score,style_compliance_score,non_style_structural_score,tonality_score,rhythm_score,interval_score,repetition_score,pitch_diversity_score,compression_score,pche,upc,psr,tone_span_ratio,cpr,longest_repeat_run,strong_beat_stable_rate,qualified_note_rate,qualified_rhythm_rate,groove_similarity,cadence_score,max_abs_interval,note_count,duration_seconds
P022,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_conservative,amt_small_controlled,14,82274881,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1333_response_only.mid,d2cb9845a76b52d664a5a251d80debbfd4618d4978ce3374337bd3485c03476f,0.788907,0.000000381,0.788907,0.837836,0.753476,1.000000,0.659455,0.566667,0.833333,0.831033,0.853383,2.199688,5.000000,1.000000,0.083333,0.083333,2.000000,1.000000,0.846154,0.538462,0.593750,1.000000,10.000000,13.000000,5.160000
R01,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_conservative,amt_small_controlled,7,111267905,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1334_response_only.mid,f190c37b229864911bb5aed0388170d8bbc71608a49e61bbc6870be0411895a3,0.653487,0.000000005,0.653487,0.693122,0.624786,0.666667,0.722222,0.890909,0.272727,0.599407,0.744589,1.792481,4.000000,1.000000,0.000000,0.363636,2.000000,0.000000,1.000000,0.916667,0.250000,1.000000,5.000000,12.000000,4.800000
P022,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_conservative,amt_small_controlled,10,82270845,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1335_response_only.mid,a5461583dae3608a7a7c5786efeb1a7dd364aaa9f5b7ee694b7ef5c8217ee4b8,0.786793,0.000000202,0.786793,0.884259,0.716214,1.000000,0.756944,0.552941,1.000000,0.810128,0.424566,2.224394,5.000000,1.000000,0.058824,0.000000,1.000000,1.000000,1.000000,0.833333,0.437500,1.000000,10.000000,18.000000,5.160000
P001,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_bridge,pentatonic_conservative,amt_small_controlled,8,61268764,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1336_response_only.mid,f7c5b68de748ac02dcfe879dc95badbf54a3d1cca51956c5ba1c1b06c3a4d0eb,0.828021,0.000000232,0.828021,0.803571,0.845726,1.000000,0.587500,0.733333,1.000000,0.750420,0.934625,1.970951,4.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.200000,0.562500,1.000000,5.000000,10.000000,5.268000
P024,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_conservative,amt_small_controlled,7,84267824,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1337_response_only.mid,1fbfd914ca7e07727d50d3b7572e8ff10f792fbafe6bfcead80b357321792db8,0.627819,0.000000002,0.627819,0.685714,0.585895,0.816667,0.541667,0.616667,0.500000,0.627977,0.609023,1.826245,4.000000,1.000000,0.083333,0.250000,2.000000,0.750000,1.000000,0.000000,0.625000,0.700000,12.000000,13.000000,4.680000
R03,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_conservative,amt_small_controlled,3,113263875,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1338_response_only.mid,9d01551f47b97953f3f8e6502634a13bce10817fb424142bf12e01c068663b35,0.894880,0.000000440,0.894880,0.940476,0.861861,1.000000,0.875000,0.760000,1.000000,0.804310,0.904762,2.231270,5.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.625000,1.000000,7.000000,11.000000,5.160000
R12,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_conservative,amt_small_controlled,8,122268947,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1339_response_only.mid,1a8bc7bedcd3797bde9f67e9eae974b22895b601685189e251452aca25de3940,0.680954,0.000000495,0.680954,0.731602,0.644279,0.666667,0.803030,0.760000,0.200000,0.887998,0.805621,1.867634,5.000000,1.000000,0.000000,0.300000,3.000000,0.000000,1.000000,0.909091,0.500000,1.000000,5.000000,11.000000,4.860000
P043,public_midi_extract,POP909,chromatic_outside,two_bar_pop909_bridge,pentatonic_conservative,amt_small_controlled,12,103272926,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S133_response_only.mid,5bf6f9c3f97a9ea40c0531de5973701a47de3c8878b77e38fe46f57a88aeb706,0.718679,0.000000329,0.718679,0.714286,0.721860,0.833333,0.583333,0.485714,1.000000,0.615312,0.851064,1.811278,4.000000,1.000000,0.000000,0.000000,1.000000,0.500000,0.625000,0.500000,0.625000,1.000000,5.000000,8.000000,4.980000
A05,artificial_stress,calls_50,repetition_stress_test,copied_from_call50,pentatonic_conservative,amt_small_controlled,15,55275809,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1340_response_only.mid,1e27661e6415c4d6f4866a65ffc41505ddc4d43623e0bb1fc430f26631254ac3,0.619598,0.000000402,0.619598,0.741522,0.531309,0.666667,0.823864,0.820000,0.200000,0.451083,0.654073,1.617190,4.000000,1.000000,0.000000,0.400000,2.000000,0.000000,1.000000,0.909091,0.562500,1.000000,5.000000,11.000000,5.160000
A01,artificial_stress,calls_50,pentatonic_clear_motif,copied_from_call50,pentatonic_conservative,amt_small_controlled,11,51271761,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1341_response_only.mid,947a656729a14ae3f9a8a0f31eecb03e5b9b98544711f88082f694e36877a27d,0.822652,0.000000088,0.822652,0.878827,0.781974,1.000000,0.745536,0.769231,0.846154,0.770741,0.717949,2.270942,5.000000,1.000000,0.000000,0.076923,2.000000,1.000000,1.000000,0.642857,0.593750,1.000000,5.000000,14.000000,5.220000
R30,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_conservative,amt_small_controlled,6,140266983,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1342_response_only.mid,7de70472c031e4ff8011c763f8394fe37153b79b238f27830e85307ef300c414,0.728094,0.000000011,0.728094,0.726190,0.729472,0.666667,0.791667,0.737500,0.875000,0.764472,0.433180,2.278352,5.000000,1.000000,0.000000,0.062500,2.000000,0.000000,1.000000,1.000000,0.375000,1.000000,5.000000,17.000000,4.980000
R16,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_conservative,amt_small_controlled,3,126263914,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1343_response_only.mid,1dccd31e3a70ca59f0bb8db6ed3ef3c063fbe2f0f0787dc96da56287f2205436,0.623991,0.000000415,0.623991,0.736111,0.542800,0.666667,0.812500,1.000000,0.050000,0.198814,0.989899,1.584963,3.000000,1.000000,0.000000,0.375000,3.000000,0.000000,1.000000,1.000000,0.437500,1.000000,3.000000,9.000000,4.980000
A01,artificial_stress,calls_50,pentatonic_clear_motif,copied_from_call50,pentatonic_conservative,amt_small_controlled,14,51274788,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1344_response_only.mid,d80f67997c037f9c8ab2078ce2ed002794d6e70d0acdf371ec5917a5e0d37e6d,0.839130,0.000000019,0.839130,0.757784,0.898036,0.833333,0.674679,1.000000,1.000000,0.749991,0.758621,2.295466,5.000000,1.000000,0.000000,0.000000,1.000000,0.500000,1.000000,0.461538,0.562500,1.000000,3.000000,13.000000,5.160000
P014,public_midi_extract,POP909,expressive_rubato,two_bar_pop909_bridge,pentatonic_conservative,amt_small_controlled,13,74273848,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1345_response_only.mid,df86c3792e2a571afeaceefa2229b66fae56f4c6a6a5e516b9f5b659f08490b8,0.729319,0.000000191,0.729319,0.665564,0.775486,0.666667,0.664352,0.475000,1.000000,0.762200,0.975741,2.281036,5.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.555556,0.437500,1.000000,5.000000,9.000000,4.980000
R01,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_conservative,amt_small_controlled,12,111272950,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1346_response_only.mid,c5f9c697d9fe4006ed59327c48825b2c9e6c33ac1a0fff4a196e9c5850171321,0.896587,0.000000083,0.896587,0.893078,0.899128,1.000000,0.775463,1.000000,1.000000,0.636731,0.923521,1.836592,4.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.888889,0.437500,1.000000,3.000000,9.000000,4.800000
R15,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_conservative,amt_small_controlled,4,125264920,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1347_response_only.mid,d9c2d95c161466a034dd8e223e17a96730692220a2ccef2dcfd30417581dec08,0.859674,0.000000012,0.859674,0.930556,0.808346,1.000000,0.854167,0.657143,1.000000,0.695156,0.932331,1.905639,4.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.562500,1.000000,5.000000,8.000000,4.836000
P048,public_midi_extract,POP909,repetition_tail,two_bar_pop909_bridge,pentatonic_conservative,amt_small_controlled,6,108266887,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1348_response_only.mid,26b82cd12176e956d9cee7479ec580877904226b0c3e3818347a3b803dd35be8,0.659711,0.000000286,0.659711,0.595018,0.706557,0.666667,0.516204,0.925000,0.500000,0.565759,0.840970,1.752715,4.000000,1.000000,0.000000,0.250000,2.000000,0.000000,1.000000,0.111111,0.437500,1.000000,5.000000,9.000000,4.980000
A06,artificial_stress,calls_50,syncopation,copied_from_call50,pentatonic_conservative,amt_small_controlled,8,56268749,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1349_response_only.mid,e9730060b5d9ce82367e116ce0683cc37420d6c1b64ac842e0536da3a104ebc0,0.857326,0.000000448,0.857326,0.862915,0.853278,1.000000,0.712121,0.940000,0.800000,0.842019,0.798186,2.186704,5.000000,1.000000,0.000000,0.100000,2.000000,1.000000,1.000000,0.636364,0.500000,1.000000,7.000000,11.000000,4.980000
R39,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_conservative,amt_small_controlled,7,149268019,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S134_response_only.mid,230cde93cea8e12df8a6f291ff171810dd19bfc9f746ef70e061b5ce06cb5a3a,0.689899,0.000000065,0.689899,0.784035,0.621731,1.000000,0.546474,0.500000,0.833333,0.572342,0.571429,1.760495,4.000000,1.000000,0.000000,0.083333,2.000000,1.000000,0.769231,0.307692,0.562500,1.000000,7.000000,13.000000,4.800000
P020,public_midi_extract,POP909,expressive_rubato,two_bar_pop909_bridge,pentatonic_conservative,amt_small_controlled,12,80272857,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1350_response_only.mid,0e6b5d9fe8493de43e0e59b3f35804d8ef4782779948052f34e111b9f67c5bc0,0.705952,0.000000084,0.705952,0.653312,0.744071,0.666667,0.638622,0.466667,1.000000,0.781899,0.780952,2.257756,5.000000,1.000000,0.083333,0.000000,1.000000,0.000000,1.000000,0.384615,0.531250,1.000000,9.000000,13.000000,5.400000
A05,artificial_stress,calls_50,repetition_stress_test,copied_from_call50,pentatonic_conservative,amt_small_controlled,13,55273791,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1351_response_only.mid,eaa6387e00bbe3c8179d763cd69b51d411e7d4100c70c3d31b27f72cf2f2e04f,0.676080,0.000000427,0.676080,0.828824,0.565473,0.833333,0.823864,0.700000,0.400000,0.501470,0.677686,1.676737,4.000000,1.000000,0.000000,0.300000,2.000000,0.500000,1.000000,0.909091,0.562500,1.000000,5.000000,11.000000,5.160000
P042,public_midi_extract,POP909,chromatic_outside,two_bar_pop909_piano,pentatonic_conservative,amt_small_controlled,10,102270905,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1352_response_only.mid,a7dfcb91b9b9a0278c6a9bc763f7526c1ffcef4e7e2722d4b9fed6ac7fa667bd,0.733836,0.000000339,0.733836,0.755952,0.717820,0.666667,0.854167,0.611111,0.888889,0.979931,0.269231,1.976282,5.000000,1.000000,0.055556,0.055556,2.000000,0.000000,1.000000,1.000000,0.562500,1.000000,10.000000,19.000000,4.980000
P049,public_midi_extract,POP909,repetition_tail,two_bar_pop909_bridge,pentatonic_conservative,amt_small_controlled,3,109263863,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1353_response_only.mid,c92cd40d26be2381949acab0d08c33f903a8c7adb109c0c17898a79cefb4784c,0.788413,0.000000256,0.788413,0.755952,0.811919,0.666667,0.854167,0.742857,1.000000,0.695156,0.798771,1.905639,4.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.562500,1.000000,5.000000,8.000000,4.800000
P021,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_conservative,amt_small_controlled,12,81272860,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1354_response_only.mid,cbf2e06f9af24b369287035e7cc40dbd9b90c226aebe04248a0938dc13d26c87,0.799335,0.000000181,0.799335,0.872685,0.746220,1.000000,0.732639,0.542857,1.000000,0.803470,0.626073,2.232263,5.000000,1.000000,0.071429,0.000000,1.000000,1.000000,1.000000,0.666667,0.531250,1.000000,9.000000,15.000000,5.748000
R04,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_conservative,amt_small_controlled,3,114263878,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1355_response_only.mid,9870ffd5ac88214031613bb8bbc32341473f015082d6eba5998cdea92f543e35,0.786908,0.000000123,0.786908,0.746032,0.816508,0.666667,0.833333,0.850000,0.750000,0.753793,0.950437,1.974938,4.000000,1.000000,0.000000,0.125000,2.000000,0.000000,1.000000,1.000000,0.500000,1.000000,4.000000,9.000000,4.980000
P033,public_midi_extract,POP909,sparse_short,two_bar_pop909_melody,pentatonic_conservative,amt_small_controlled,10,93270878,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1356_response_only.mid,3e837ecad45c5daf8e83d4538f531b7631e72bc61c21f8c6127e5fff9f0604bb,0.644933,0.000000468,0.644933,0.841270,0.502759,1.000000,0.666667,0.600000,1.000000,0.126923,0.058309,1.500000,3.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.250000,0.750000,1.000000,5.000000,4.000000,5.328000
P034,public_midi_extract,POP909,dense_fast,two_bar_pop909_bridge,pentatonic_conservative,amt_small_controlled,14,94274917,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1357_response_only.mid,8b5e25b44bc6eedd688ba4add59b2dfa86c66cb5f784ef48596e1ee732b9e59a,0.682519,0.000000054,0.682519,0.759570,0.626723,1.000000,0.495098,0.539394,1.000000,0.740071,0.027986,2.307189,5.000000,1.000000,0.242424,0.000000,1.000000,1.000000,1.000000,0.235294,0.250000,1.000000,12.000000,34.000000,5.328000
P013,public_midi_extract,POP909,expressive_rubato,two_bar_pop909_bridge,pentatonic_conservative,amt_small_controlled,3,73263755,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1358_response_only.mid,aded862014ce4d2b0d77039aec3051d6a7f99114efca5fbce450110ecef5dc1c,0.805737,0.000000393,0.805737,0.900794,0.736902,1.000000,0.791667,0.466667,1.000000,0.686545,0.872870,1.895462,4.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.375000,1.000000,5.000000,10.000000,4.980000
R38,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_conservative,amt_small_controlled,14,148275079,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1359_response_only.mid,8ad2f011bd088622c130bb13b4b5a89403a519495ea9a43d74e5448a143f974b,0.864612,0.000000248,0.864612,0.930556,0.816860,1.000000,0.854167,0.769231,1.000000,0.770741,0.674136,2.270942,5.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.562500,1.000000,5.000000,14.000000,4.800000
A08,artificial_stress,calls_50,dense_motion,copied_from_call50,pentatonic_conservative,amt_small_controlled,13,58273800,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S135_response_only.mid,9dfdb664740f9638fdad2a2be7c6b94aec0f910ef9ae66eaaedd9305dc508097,0.787060,0.000000263,0.787060,0.741071,0.820362,0.666667,0.822917,0.880000,1.000000,0.828383,0.414361,2.202820,5.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.468750,1.000000,7.000000,16.000000,5.184000
P020,public_midi_extract,POP909,expressive_rubato,two_bar_pop909_bridge,pentatonic_conservative,amt_small_controlled,7,80267812,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1360_response_only.mid,c42e53098c0651a30afd53ea9a7ff733d2e14681628024d37760a7921e50c451,0.797295,0.000000174,0.797295,0.836310,0.769043,1.000000,0.656250,0.381818,1.000000,0.928109,0.873827,2.084963,5.000000,1.000000,0.181818,0.000000,1.000000,1.000000,1.000000,0.500000,0.468750,1.000000,10.000000,12.000000,5.400000
P030,public_midi_extract,POP909,sparse_short,two_bar_pop909_melody,pentatonic_conservative,amt_small_controlled,5,90265824,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1361_response_only.mid,ab189e1c9cbd811c5d39e6bb72a9b7563c5e7b9418165e877fb4f60325bb589f,0.666147,0.000000144,0.666147,0.861111,0.524966,1.000000,0.708333,0.400000,1.000000,0.126923,0.547112,1.500000,3.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.250000,0.875000,1.000000,5.000000,4.000000,5.328000
R09,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_conservative,amt_small_controlled,11,119271965,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1362_response_only.mid,36a58d2b007b5f07869ee2a0471c8d312b4bbdb751384233ce600d59aa853210,0.769385,0.000000048,0.769385,0.915675,0.663451,1.000000,0.822917,0.842105,0.378947,0.987710,0.343118,1.985475,5.000000,1.000000,0.000000,0.210526,3.000000,1.000000,1.000000,1.000000,0.468750,1.000000,5.000000,20.000000,4.980000
P041,public_midi_extract,POP909,chromatic_outside,two_bar_pop909_piano,pentatonic_conservative,amt_small_controlled,7,101267875,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1363_response_only.mid,72a8b73fad51a3d19199aa07c31effd5b2389d7cf38c6a088971d090ad74583d,0.788423,0.000000185,0.788423,0.820076,0.765502,1.000000,0.622159,0.580000,0.800000,0.804310,0.989876,2.231270,5.000000,1.000000,0.000000,0.100000,2.000000,1.000000,0.909091,0.363636,0.593750,1.000000,5.000000,11.000000,5.220000
P020,public_midi_extract,POP909,expressive_rubato,two_bar_pop909_bridge,pentatonic_conservative,amt_small_controlled,11,80271848,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1364_response_only.mid,8c2e170aa1326ac9356b633a87543c9138b07e57a00996894555c45057d5c95d,0.787192,0.000000100,0.787192,0.758929,0.807659,0.833333,0.677083,0.538462,1.000000,0.994942,0.722272,2.005978,5.000000,1.000000,0.000000,0.000000,1.000000,0.500000,0.857143,0.642857,0.531250,1.000000,5.000000,14.000000,5.400000
P046,public_midi_extract,POP909,false_ending_pause,two_bar_pop909_bridge,pentatonic_conservative,amt_small_controlled,11,106271926,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1365_response_only.mid,8d9d2b809168fa58a6ee29b290060f3cf21f2da0e236c7fb1a9dcd14d8a22999,0.778976,0.000000441,0.778976,0.823413,0.746798,1.000000,0.629167,1.000000,0.500000,0.708939,0.738916,1.921928,4.000000,1.000000,0.000000,0.250000,2.000000,1.000000,0.200000,1.000000,0.687500,1.000000,3.000000,5.000000,4.080000
P032,public_midi_extract,POP909,sparse_short,two_bar_pop909_melody,pentatonic_conservative,amt_small_controlled,15,92275920,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1366_response_only.mid,9005bf3f14c5c831b09e030450fe505353cb4e2e71fe9fc6cee59bde9fa05e26,0.618654,0.000000420,0.618654,0.865079,0.440207,1.000000,0.716667,0.700000,0.500000,0.017727,0.468384,1.370951,3.000000,1.000000,0.000000,0.250000,2.000000,1.000000,1.000000,0.400000,0.750000,1.000000,5.000000,5.000000,5.328000
P007,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_conservative,amt_small_controlled,8,67268782,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1367_response_only.mid,f50a5539e48abfe39e74cc7bde8e6763573a32c5f13f56abd35e6ebbc4ba922a,0.651152,0.000000266,0.651152,0.619898,0.673785,0.666667,0.568452,0.433333,0.666667,0.800370,0.940767,2.235926,5.000000,1.000000,0.166667,0.166667,2.000000,0.000000,0.142857,1.000000,0.562500,1.000000,9.000000,7.000000,4.080000
A10,artificial_stress,calls_50,large_leap_gap_fill,copied_from_call50,pentatonic_conservative,amt_small_controlled,3,60263716,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1368_response_only.mid,62770f0e2084a403cdc082c61cad84cbb1ae8b63dffc7c25649dcb071b07a403,0.805207,0.000000433,0.805207,0.710317,0.873921,1.000000,0.391667,0.733333,1.000000,0.896830,0.893179,2.121928,5.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.800000,0.000000,0.375000,1.000000,7.000000,10.000000,5.040000
P048,public_midi_extract,POP909,repetition_tail,two_bar_pop909_bridge,pentatonic_conservative,amt_small_controlled,11,108271932,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1369_response_only.mid,2602ff41d6707216f0083a3ea217af472a99ec9e4ff1a22fe21c671795e20f4d,0.719098,0.000000035,0.719098,0.769621,0.682513,1.000000,0.516204,0.925000,0.500000,0.485398,0.814016,1.657743,4.000000,1.000000,0.000000,0.250000,2.000000,1.000000,1.000000,0.111111,0.437500,1.000000,4.000000,9.000000,4.980000
R33,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_conservative,amt_small_controlled,1,143261947,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S136_response_only.mid,4000e090039dc7b84f0ff9bc73d5bcaff66298b7bcd036b9efb7377617039095,0.768238,0.000000391,0.768238,0.945437,0.639921,1.000000,0.885417,0.907692,0.138462,0.897656,0.599440,2.120952,5.000000,1.000000,0.000000,0.230769,4.000000,1.000000,1.000000,1.000000,0.656250,1.000000,5.000000,14.000000,5.160000
P020,public_midi_extract,POP909,expressive_rubato,two_bar_pop909_bridge,pentatonic_conservative,amt_small_controlled,14,80274875,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1370_response_only.mid,4576e3e60d38622c0226cc74a9e8e11e5dc7e610202f166e72c61626ba01e1ae,0.747196,0.000000381,0.747196,0.732710,0.757685,0.833333,0.622024,0.553846,1.000000,0.770741,0.718615,2.270942,5.000000,1.000000,0.076923,0.000000,1.000000,0.500000,0.928571,0.500000,0.437500,1.000000,9.000000,14.000000,5.400000
A07,artificial_stress,calls_50,sparse_cadential,copied_from_call50,pentatonic_conservative,amt_small_controlled,15,57275815,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1371_response_only.mid,1dbf541f8b29daf1d7d67661a7da79743684e108e638a2b9fb9950967f80a46f,0.613428,0.000000473,0.613428,0.823413,0.461371,1.000000,0.629167,0.700000,0.500000,0.017727,0.591133,1.370951,3.000000,1.000000,0.000000,0.250000,2.000000,1.000000,0.200000,1.000000,0.687500,1.000000,5.000000,5.000000,4.080000
R03,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_conservative,amt_small_controlled,10,113270938,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1372_response_only.mid,b561ffcf5861fbc1f85ee963109642fbb9f77f66176576541021f2ab75b085ad,0.890272,0.000000224,0.890272,0.905203,0.879460,1.000000,0.800926,0.850000,1.000000,0.762200,0.903790,2.281036,5.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.777778,1.000000,0.625000,1.000000,5.000000,9.000000,4.800000
R37,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_conservative,amt_small_controlled,1,147261959,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1373_response_only.mid,0cd1f1b888f391640955a6203dfee6d8edebc2c01ca152aac4e1580f6c767f0f,0.604607,0.000000385,0.604607,0.814342,0.452730,1.000000,0.610119,1.000000,0.000000,0.024355,0.791738,1.378783,3.000000,1.000000,0.000000,0.666667,4.000000,1.000000,1.000000,0.142857,0.687500,1.000000,3.000000,7.000000,5.208000
P022,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_conservative,amt_small_controlled,4,82264791,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1374_response_only.mid,4f489899507ae39101ff01e5ec3aded2e41b3b390f8bec7f99e94b6162c1d7dc,0.779057,0.000000411,0.779057,0.890322,0.698487,1.000000,0.769676,0.576471,0.647059,0.995176,0.585034,1.994299,5.000000,1.000000,0.000000,0.176471,2.000000,1.000000,0.944444,0.833333,0.531250,1.000000,7.000000,18.000000,5.160000
P021,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_conservative,amt_small_controlled,11,81271851,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1375_response_only.mid,916dc5e65de774525ba96e331bacf2b2361a12ceebd2b162783547315cddb416,0.821611,0.000000383,0.821611,0.950397,0.728352,1.000000,0.895833,0.650000,1.000000,0.749991,0.404453,2.295466,5.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.687500,1.000000,7.000000,13.000000,5.688000
P023,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_conservative,amt_small_controlled,6,83266812,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1376_response_only.mid,04f39cd39de252fe59fafe053e91ba2db11639b397802aba2d073f41a787ecd1,0.655249,0.000000177,0.655249,0.844877,0.517932,1.000000,0.674242,0.340000,0.800000,0.188374,0.848283,1.572624,3.000000,1.000000,0.300000,0.100000,2.000000,1.000000,0.909091,0.363636,0.750000,1.000000,9.000000,11.000000,5.040000
P046,public_midi_extract,POP909,false_ending_pause,two_bar_pop909_bridge,pentatonic_conservative,amt_small_controlled,4,106264863,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1377_response_only.mid,a1b4c236a32e34ee77d5f068b41a3b2ba7759a83aacfeed87911f8646bd30ea3,0.628531,0.000000449,0.628531,0.736111,0.550629,0.833333,0.629167,0.450000,0.500000,0.708939,0.591133,1.921928,4.000000,1.000000,0.250000,0.250000,2.000000,0.500000,0.200000,1.000000,0.687500,1.000000,10.000000,5.000000,4.500000
R34,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_conservative,amt_small_controlled,3,144263968,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1378_response_only.mid,1d888f36e2df298183b3d3083da92a502eb9ffe32d021de6530df6809a1839b0,0.871976,0.000000327,0.871976,0.891775,0.857638,1.000000,0.772727,0.880000,0.800000,0.842019,0.931475,2.186704,5.000000,1.000000,0.000000,0.100000,2.000000,1.000000,1.000000,0.818182,0.500000,1.000000,5.000000,11.000000,4.800000
